commodity,origin_port,count
berger,Kingston,1
birch,Helsingfors,1
birch,Hopewell Cape,1
birch,Karlskrona,1
birch,Konigsberg,1
birch,Liepāja,1
birch,Magdalen River,1
birch,Matane,1
birch,Me.,1
billets oak wains-cot-churchill,New York,1
birch,New York,1
birch,Portland Me.,1
birch,Pugwash,1
birch,Soderhamn,1
birch,Stettin,1
birch,Sundswall,1
birch,Three Rivers,1
birch,"Weymouth, U.S.",1
birch,Whyncomah,1
birch,Narva,1
billets oak wainscot,New York,1
billets oak wainscot-churchill,New York,1
billets wainscot oak,New York,1
billets walnut,Boston,1
billets-r pickles,New York,1
bills,Liepāja,1
bills,Montreal,1
bills,New York,1
birch,He'singfors,1
bills battens-h burton,Gefle,1
bills laths,Gothenburg,1
bills mouldings,New York,1
birch,Black River,1
birch,"Chatham, N. B.",1
birch,Dalhousie,1
birch,"Guysboro', N.S.",1
birch,"Guysboro,' N.S.",1
birch,"Guysborough, N.S.",1
bills,Ornskjoldsvik,1
bds,Suvaroff,1
bds aber-churchill,Boston,1
bds boards,Gothenburg,1
bds boards-morgan,Gothenburg,1
bds box boards,Drammen,1
bds boxes,Fredrikstad,1
bds dowells,New York,1
bds hollands,-Thorev,1
before sheriff spens angus kennedy,Glasgow.,1
bds hoop-s,Rotterdam,1
bds laths,Stockholm,1
bds laths-smith,Gothenburg,1
bds lis-w r crow,Gothenburg,1
bds lumber,Halifax,1
bds lumber-herrmann,New York,1
bds mill boards,Fredrikstad,1
bds moulding,Gothenburg,1
bds hollands,Thoresn,1
bbls flour,"Abo, pamphlets. Holborn. Lady Cairns",1
bd mouldings,Gothenburg,1
bdle mahogany from fiume oak logs,Trieste,1
bdle mouldings,Gothenburg,1
bdle mouldings-e g sieveking,Helsingfors,1
bdlk boards,Trondheim (Drontheim),1
bdls.lumber,New York,1
bdls.staves,New York,1
bds,Soderhamn,1
bds,Christiansand,1
bds,Drammen,1
bds,Forth,1
bds,Gefle,1
bds,Montreal,1
bds,Norkoping,1
bds,Pensacola,1
bds,Philadelphia,1
bds,Pierreville,1
bds,Christiania,1
beech,Hamburg,1
beech,Klaipeda,1
beech,Le Havre,1
beech,Randers,1
beech,Soderhamn,1
beech,Three Rivers,1
beech chocks,Danzig,1
beech deals,Bremen,1
bds mouldings,Stockholm,1
beech planks,Hamburg,1
beech planks-grover,Bremen,1
beech timber,Bremen,1
beechwood,Hamburg,1
beechwood,Randers,1
beechwood planks,Bremen,1
before mr a h wildy,Hanwell.,1
before mr registrar giffard,Ham.,1
before mr registrar speed,"Upon the application of Messrs. Remnant & Sanders, a receiving order was made in this case by Mr. Registrar Hope on Saturday under a creditor's petition. No particulars of the debtor's affairs were given. HAMMOND, E. & SONS, timber merchants, Station Street, Nottingham.",1
beech planks,Gagra,1
bds palings,Three Rivers,1
bds palings,Zanzibar,1
bds scantlings-b h dahl,Fredrikstad,1
bds staves-sutherland,Quebec City,1
bds trellis,Stockholm,1
bds w boards,New York,1
bds wood,Treport,1
bds.-price,Montreal,1
beech,Fiume,1
beams,Boston,1
beams,Norton,1
beams,St. Petersburg,1
beaton,Christiania,1
beaton,Fredrikshald,1
beaton,Gefle,1
beattie,Address,1
becker,Gefle,1
bee hives,Bremen,1
beads,Mesane,1
bls,Boston,1
bls,Hamburg,1
bls,Philadelphia,1
bls,Quebec City,1
bls balusters,New York,1
bls boards-g green,Malmo,1
bls box boards,Gothenburg,1
bls doors,Gothenburg,1
birch,Wyborg,1
bls ebony,Boat u,1
bls firwood,Stettin,1
bls heading,New York,1
bls headings,York,1
bls hoops,New York,1
bls hoops,Rotterdam,1
bls hoops,York,1
bls kauri timber,Auckland,1
bls doors,New York,1
blocks teak,Gothenburg,1
blocks teak,Hamburg,1
blocks teak,Klaipeda,1
blocks teak-w caudery,Moulmein,1
blocks timber,Gothenburg,1
blocks walnut,"Stockholm, W. Atkinson. October",1
blocks wood,New York,1
blocks wood,Paranagua or Charente,1
bls,Baltimore,1
blocks wood-national steamship,Marseilles,1
blocks-j b smith,Christiania,1
blocks-j keen cr wood boards,Christiania,1
blocks-j keen cs wood boards a,Christiania,1
blocks-vigers oars,Gothenburg,1
blocks-w caudery,Rangoon,1
blocks-with,Gothenburg,1
blocs bois d'ebenisterie,New York,1
blocs bois de peuplier,New York,1
blocks wood,Pillau,1
bls wood boards,Gothenburg,1
bls wood planks,Hamburg,1
bls wood pulp,Danzig,1
bls wood pulp,Soderhamn,1
bls wood-h pearsall bls wood,Gothenburg,1
bls wood-p p rodocanachi,Odessa,1
bls woodboards-brown,Christiania,1
bls woodpulp,Gothenburg,1
bls laths-o eklund,Gothenburg,1
bndls,New York,1
bndls mouldings,Gothenburg,1
board,Cronstadt,1
board,Riga,1
board,Stockholm,1
board e[?] douthwaite,Riga,1
board ends,Bjorneborg,1
board ends,Borga,1
board ends,Gefle,1
bls woodwork,Gothenburg,1
bls lumber-w mallinson,New York,1
bls mahogany,Hamburg,1
bls mahogany,St. John,1
bls mouldings,Boston,1
bls mouldings-bradley,New York,1
bls mouldings-rankin,New York,1
bls mouldings-simson,Gothenburg,1
bls oak,New York,1
bls wood,Marseilles,1
bls poplar,Boston,1
bls poplar,New York,1
bls sashes-holland,New York,1
bls scantling,New York,1
bls skirtings-prior,Gothenburg,1
bls staves,York,1
bls sticks,Christiania,1
bls walnut-churchill,Philadelphia,1
bls wood,Leghorn,1
bls oak strips-purdy,Montreal,1
birch props,Konigsberg,1
birch props,St. Petersburg,1
birch props,Stettin,1
birch squares,New York,1
birch squares,Sundswall,1
birch staves,Farsund,1
birch staves,Helsingfors,1
birch staves,Sundswall,1
blocks teak,Bremen,1
birch timber,Halifax,1
birch timber,Quebec and Montreal,1
birch timber,Richibucto,1
birch-brown-ing,Quebec City,1
birch-churchill,St. John,1
birch-price,Boston,1
birch-w m mackay from halifax,St. John,1
birchwood,Hamburg,1
birchwood,Narva,1
birch timber,Boston,1
birch beams,St. Petersburg,1
birch blocks,Gothenburg,1
birch deals,St. John,1
birch ends,Halifax,1
birch ends,West Indies,1
birch logs,Montreal,1
birch logs,Pictou,1
birch logs,Riga,1
birch props,Gothenburg,1
birch lumber,Gothenburg,1
birch lumber,New York,1
birch lumber,Stockholm,1
birch lumber-churchill,Boston,1
birch poles,Helsingfors,1
birch poles,Jacobstad,1
birch props,Christiania,1
birch props,Fredrikshald,1
birch props,Gefle,1
birch lumber,Copenhagen,1
block,Gothenburg,1
block mahogany,Antwerp,1
blocks,Belize,1
blocks,Drammen,1
blocks,Fredrikstad,1
blocks,Germany,1
blocks,Liepāja,1
blocks,New Orleans,1
birchwood,Riga,1
blocks ashwood-schencker,Hamburg,1
blocks aspenwood,Gothenburg,1
blocks ebony,Amsterdam,1
blocks lignum vitæ,Trinidad,1
blocks maple-t mitchell,Montreal,1
blocks oak,St. Petersburg,1
blocks rosewood,Le Havre,1
blocks sandlewood,Batoum,1
blocks teak,Bangkok,1
blocks,Sydney,1
birchwood,St. Petersburg,1
birchwood,Stockholm,1
bitterwood,City s,1
bitterwood,Halifax,1
bitterwood,St. John,1
black ash,Baltimore,1
black walnut,Boston,1
blds laths,Skutskar,1
block,Christiania,1
blk walnut,New York,1
blks mahogany,Le Havre,1
blks w.o,Philadelphia,1
bll battens,Gothenburg,1
blls oak,Boston,1
blls poplar,Boston,1
blls poplar lumber,New York,1
blls walnut,Boston,1
block,Abo,1
blds shooks,Montreal,1
hewn fir,Laurvig,1
hewn fir,Ljuene,1
hewn fir,Ljusne,1
hewn fir,Mobile,1
hewn fir,New Richmond,1
hewn fir,"New Richmond, N.B.",1
hewn fir,Paimpol,1
hewn fir,Rafso,1
deals,Swartvick,1
hewn fir,St. John,1
hewn fir,Stettin,1
hewn fir,Torekow,1
hewn fir,Vannes,1
hewn fir,Västervik (Westerwik),1
hewn fir blocks,Riga,1
hewn fir blocks,Ventspils,1
hewn fir crossings,Riga,1
hewn fir,Rochefort,1
hewn birch,Montreal,1
hewn birch,St. John,1
hewn birch props,Karlskrona,1
hewn blocks,Konigsberg,1
hewn deals,Riga,1
hewn fir,Arendal,1
hewn fir,Baltimore,1
hewn fir,Brunswick,1
hewn fir,Kragero,1
hewn fir,Dalhousie,1
hewn fir,Dantzie,1
hewn fir,Darzig,1
hewn fir,Fredrikshall,1
hewn fir,Gefle,1
hewn fir,Jamaica,1
hewn fir,Klampenburg,1
hewn fir,Konigsberg,1
hewn fir,Kotka,1
hewn fir,Claude Sound,1
hewn oak,Fredrikstad,1
hewn oak,Klaipeda,1
hewn oak,Mobile,1
hewn oak,Pensacola,1
hewn oak butts,Stettin,1
hewn oak logs,Liepāja,1
hewn oak logs,Odessa,1
hewn oak logs,Stettin,1
hewn fir deals,Mobile,1
hewn oak staves,Fredrikstad,1
hewn pine,Pensacola,1
hewn pine logs,Pensacola,1
hewn pitch pine,Pascagoula,1
hewn pitwood,Bordeaux,1
hewn pitwood,Boulck,1
hewn pitwood,Caen,1
hewn pitwood,Lloyd,1
hewn props,Halmstad,1
hewn oak planks,Baltimore,1
hewn fir pit props,Auray,1
hewn fir pit props,Hennebont,1
hewn fir pit props,Risoer,1
hewn fir pit props,Skien,1
hewn fir pit props,Uddevalla,1
hewn fir spars,Porsgrund,1
hewn fir timber,Stettin,1
hewn fir-low,Danzig,1
hewn oak,Cronstadt,1
hewn fir-master,Kragero,1
hewn fir-ritson,Porsgrund,1
hewn furniture wood,Christiania,1
hewn furniture wood,Gothenburg,1
hewn furniture wood,Riga,1
hewn half sleeper blocks,Riga,1
hewn hoops,Rotterdam,1
hewn ls,Island,1
hewn n.o.s,Orleans,1
hewn fir-marshall,Danzig,1
hassell,Montreal,1
hassell,Neder Kalix,1
hassell,Quebec City,1
hassell,St. Petersburg,1
hattens,Skonvik,1
have separate gangways,"forward, and the services of the carpenters and joiners will be fully utilised.  NOON PIER QUESTION.",1
have to extend pier southwards,"forward, and the services of the carpenters and joiners will be fully utilised.  NOON PIER QUESTION.",1
having regard to realisation so far,"proprietor, carrying on business at Gloucester.",1
hewn battens,Riga,1
hayes white oak planks,Philadelphia,1
haywood,Riga,1
hbd,Tuart,1
hd linings,New York,1
hd staves,Baltimore.,1
hd staves,Kingston,1
he being a well known rider,Wisbech.,1
he brought an action on ground misrepresentation,"proprietor, carrying on business at Gloucester.",1
hawthorn,Riga,1
hardwood,Knysna,1
hardwood,Madagascar,1
hardwood,New Orleans,1
hardwood,Newcastle,1
hardwood,Pictou,1
hardwood,Port Blair,1
hardwood deals,Halifax,1
hardwood deals,St. John,1
harvey,Gothenburg,1
hardwood pickets,New York,1
hardwood planks,Pictou,1
hardwood sleepers,Rosario,1
hardwood squares,City s,1
hardwood-brit,Halifax,1
hardwood-c leary,Newport News,1
hardwood-r e kinsman,Montreal,1
harness,Wisbech.,1
harr[?],Mobile,1
hardwood girders,Sydney,1
headings-h tate,York,1
heart,Riga,1
heartwood lathwood-c h glover,Riga,1
heartwood-j b r langford,Riga,1
heaven,Gothenburg,1
heisch,Riga,1
hemlock planks,Halifax.,1
henburg,Got,1
he had a private meeting his creditors,Glasgow.,1
hernosand,Albion yard Hetty,1
hernösand,Misth,1
herrmann,New York,1
hessell,Gefle,1
hewetson,Gothenburg,1
hewn,Pascagoula,1
hewn,Quebec City,1
hewn ash,Mobile,1
hewn ash logs,Newport News,1
her father left her remainder,Harris.,1
head-hubs,New York,1
headings,Australia,1
headings,Baltimore,1
headings,Boston,1
headings,Christiansand,1
headings,Fredrikstad,1
headings,Gefle,1
headings,Halifax,1
headings-engelhardt,New York,1
headings,Helsingfors,1
headings,Klaipeda,1
headings,"Memel, -",1
headings,Nynamn,1
headings,Slite,1
headings,Soroka,1
headings,"Stockholm, -",1
headings,Uddevalla,1
headings,York,1
headings,Hamburg,1
ids pitwood,Hennebont,1
ids pitwood,La Rochefoucauld,1
ids pitwood,Pontobanarel,1
ids pitwood,Scane,1
ids pitwood,St. Brieuc,1
ii wood,Demera,1
in consequence keener competition,Wisbech.,1
in which following are creditors,"The public examination of this bankrupt took place at the Bristol Bankruptcy Court on Friday last, before the Registrar. Replying to questions put by the Assistant Official Receiver, the debtor stated that the reason he did not file his petition before was because he did not know what to do. He admitted that he assigned to his largest creditor certain goods three or four years ago. The examination was ordered to be adjourned.  SORTWELL, WALTER, builder, Kent Lodge, Queen's Road, Buckhurst Hill.",1
hewn red fir,Riga,1
ings-worrell,Gefle,1
innes,Quebec City,1
insulating laths,Fredrikstad,1
irlam wharf,Gothenburg,1
iron bark timber,Christiania,1
iron bark timber,Gothenburg,1
iron bark timber,Riga,1
iron bark timber,Sydney,1
ingham,Philadelphia,1
hornbeam,"Stewart, Official  Imported Teak Planks, in all thicknesses and widths, are sold by Hoar & Brown, Bangor Wharf, West India Docks, E. Telegrams",1
horpbeam,"widths, are sold by Hoar & Brown, East Wood Wharf, West India Docks, E. Telegrams",1
horses,Wisbech.,1
horsley,Cronstadt,1
horwood,Cronstadt,1
howard,Gothenburg,1
hub blocks,Baltimore,1
hub blocks-hopton,New York,1
ids pitwood,Brieuc,1
husum,Lines,1
ida from blankaholm,Munksund,1
ids,Pontobanarel,1
ids do,Hennebont,1
ids do,Raen,1
ids hewn pitwood,-Newport,1
ids hewn pitwood,Bic,1
ids hewn pitwood,Lorient,1
ids pitwood,Blane,1
huntingdon,Montreal,1
jardine,Holmsund,1
jardine,New York,1
jardine,St. John,1
jardine [?],Boston,1
jardine from halifax,St. John,1
jarrah,Albany,1
jarrah,Baltimore,1
jarrah,Drammen,1
isaac,Hobart Town,1
jarrah,Montreal,1
jarrah,Padbury,1
jarrah,"Quindalup, W. A.",1
jarrah,San Francisco,1
jarrah agent for jarrahdal jarrah forests,Rockingham,1
jarrah blocks,Fremantle,1
jarrah forests,Albany,1
jarrah forests,"Albany, W.A.",1
jarrah millars forests,Fremantle,1
jarrah,Geraldton,1
island shed,Bros.,1
island shed,Nielsen,1
island shed,Quebec City,1
island sheds,Fredrikstad,1
island sheds,Sim,1
island sheds,Son,1
island yards,Co.,1
it was known that above owed bank some £60,"The adjourned public examination of this debtor took place on Friday last at the Bristol Bankruptcy Court before Mr. Registrar Harley, but nothing further of importance transpired, and the examination was eventually ordered to be closed.  A. F. FRAMPTON, LIMITED Poole and Bournemouth.",1
jardine,Halifax,1
j c im thurn,Riga,1
j c johnson charlotte,Riga,1
j h,Dröbak,1
j r boyce gany,Minatitlan,1
james black,Laurvig,1
james black,Nyvik,1
james smith,St. John,1
jansson,Gothenburg,1
jardine,Baltimore.,1
j a,Gothenburg,1
hhd,New York,1
hhd,Newport News,1
hhd staves,Baltimore.,1
hhd staves,Boston,1
hhd staves,Norfolk,1
hhd staves-richard,New York,1
hhd staves-simson,New York,1
hhd staves-wright,Boston,1
hornbeam,"Poti, &c.",1
hhds,Tuart,1
hhds d o,"Abo, pamphlets. Holborn. Lady Cairns",1
hhds do,Co.,1
hhds do,Tuart,1
hickory,Fernandina,1
hickory,Newport News,1
hickory,Nyvik,1
hickory logs,Kingston,1
hhd wood,Oscarshamn,1
hewn sleeper blocks,Riga,1
hewn sleepers,Bjorneborg,1
hewn sleepers,Rugenwalde,1
hewn spars,Christiania,1
hewn timber,Doboy,1
hewn timber,Fredrikstad,1
hewn timber,Gothenburg,1
hewn timber,Klaipeda,1
hewn wood,St. Nazaire,1
hewn timber,Pascagoula,1
hewn timber,Porsgrund,1
hewn timber,Riga,1
hewn timber,Sundswall,1
hewn timber,Uleaborg,1
hewn trawl beams,Ostend,1
hewn unrated,Montreal,1
hewn unrated,New Orleans,1
hewn white oak timber,Mobile,1
hewn timber,Ostende,1
hoops,Gothenburg,1
hoops,Hamburg,1
hoops,Klaipeda,1
hoops,Konigsberg,1
hoops,Oporto,1
hoops,Pataholm,1
hoops,St. Nazaire,1
hoops,States,1
hickory logs-e chaloner,New York,1
hoops-cs boards,Christiania,1
hoops-drysdale,New York,1
hoops-t new,Boston,1
hoops-tate,New York,1
hoops-the newport pitwood,Bordeaux,1
hoopwood,Bordeaux,1
hoopwood,Le Havre,1
hopkins,Gothenburg,1
0-2,Fredrickstad,1
hoops g gibson,Rotterdam,1
hickory sticks,New York,1
high,Norton,1
his wife having means,Hill.,1
hiver,Newport News,1
hogsheads cork shooks,"oats, Scilly to Cadiz,",1
hollis,Riga,1
holly logs,New Orleans,1
holly logs,Norfolk,1
hoops,Dordt,1
holmwood,Gothenburg,1
hooks,Christiania,1
hooper,New York,1
hoops,Amsterdam,1
hoops,Boston,1
hoops,Bremen,1
hoops,Christiania,1
hoops,Co.,1
hoops,Danzig,1
holmes,Christiania,1
from new orleans-19,Kingston,1
from newport news,Newport News,1
from norfolk,Newport News,1
from norrkoping-lls,Stockholm,1
from onega-3,Archangel,1
from oscarshamn,Västervik (Westerwik),1
from pernoviken,Kangsund,1
from pierreville-21,Montreal,1
hardwood,Bremen,1
from porto plata,San Domingo,1
from porto plata,St. Domingo,1
from quebec,Arendal,1
from quebec cs splints,Montreal,1
from quebec-100 cs splints,"Bay Verte, Montreal",1
from quebec-384 cs splints,Montreal,1
from quebec-45,Montreal,1
from quebec-briesemann,Fredrikshald,1
from piesseville,Montreal,1
from helsingfors,Kotka,1
from helsingfors-4,Wyborg,1
from hernosand,Kramfors,1
from holmsund,Norkoping,1
from hudikswall,Iggesund,1
from hudikswall,Stockholm,1
from husum,Kramfors,1
from ions unrated,Montreal,1
from metis,Matane,1
from kemi,Uleaborg,1
from kingston,Belize,1
from kingston,Montego Bay,1
from kramfors,Bjorknas,1
from kramfors,Hernossand,1
from langror-quantity deals,Soderhamn,1
from lisbon c wood,Setubal,1
from ljusne,Stockholm,1
from marseilles,Singapore,1
from kaunissaari,Lovisa,1
from umea from hernosand,Bjorknas,1
from wacka,Sund,1
from west point,Norfolk,1
from wifstawarf,Sundswall,1
frost battens,Norrkoping,1
fry,Calcutta,1
ftl mahogany,Belize,1
ftls cedar,Belize,1
from rafso,Helsingfors,1
furniture stocks,Newport News,1
furniture wood,Jamaica,1
furniture wood,Le Havre,1
furniture wood,Riga,1
fustic,Honduras,1
fustic,Minatitlan,1
fustic,Puerto Cortes,1
fustic-skelton,Minatitlan,1
g e d w edwards,Cronstadt,1
furniture,Boston,1
from riga,Cronstadt,1
from riga,Riga,1
from san,Warberg,1
from sando from hernosand,Hernossand,1
from sept 15th to sept 30th,LIVERPOOL.,1
from skelleftea,Savenas,1
from skeppsvik,Domsjo,1
from skien,Porsgrund,1
from umea,Lulea,1
from soderhamn,Stockholm,1
from st john,St. John,1
from st john deals,Halifax,1
from st petersburg,Cronstadt,1
from sundswall,Sund,1
from sydney,Newcastle,1
from söderhamn,Hudiksvall,1
from trinidad from losses,Jamaica,1
from uleaborg,Simo,1
from skutskar,Nyhamn,1
frames lathwood,St. Petersburg,1
frano,Bay,1
frederickstad,Orient,1
fredrikshald,Augusta,1
fredrikshald,II,1
fredrikshald,Maria,1
fredrikstad,Smidt,1
fredrikstad,To,1
from haparanda,Simo,1
fremantle,Gate,1
fremantle,Stella,1
fremantle,Vladimir,1
friedrichs[?],Findenn,1
friedrichshald,III.,1
from,Orient,1
from [?],W C Africa,1
from abyn,Pitea,1
fredrikstadt,Order Erstatningen,1
fm firewood,Tupilco,1
fm firewood-with,Fredrikstad,1
fm lathwood,Cronstadt,1
fm lathwood,Klaipeda,1
fm sawn timber,"Windau, -",1
fm splitwood,Hernosand,1
fms.firewood-with,Fredrikstad,1
fntls,Nassau,1
frames,Uddevalla,1
foot elm,Racco,1
forends,Colombo,1
foster,St. Petersburg,1
fourches acajou,Monte Christi,1
fourches acajou,Porto Plata,1
fourches bois,Porto Plata,1
fourches bois acajou,Porto Plata,1
foy,Gothenburg,1
frames,Stockholm,1
fogs,West Indies,1
from copenhagen-5,Liepāja,1
from cronstad-qty firewood,St. Petersburg,1
from cronstadt,St. Petersburg,1
from cronstadt-2,St. Petersburg,1
from dal,Domsjo,1
from domsjo,Nordmaling,1
from drammen,"Christiania, etc.",1
from drammen,Fredrikstad,1
from abyn,Storfors,1
from farsund,Stockholm,1
from fredrikshald,Fredrikstad,1
from fredrikstad,Christiania,1
from fredrikstad,Fredrikshald,1
from fredrikstadt,Christiana,1
from gefle,Skutskar,1
from gothenburg,Christiania,1
from halifax,West Indies,1
from halifax-37 cs spoolwood,"Portland, Maine",1
from drammen,Helsingfors,1
from albany,Fremantle,1
from albany,Melbourne,1
from archangel,Mesane,1
from arendal,Fredrikshald,1
from assinee,Bassam,1
from bahia,Rio Janeiro,1
from bangsund,Oplo,1
from batoum,Poti,1
from constantinople,Poti,1
from blankaholm,Västervik (Westerwik),1
from bollsta bruk,Koja,1
from boston,New York,1
from buenos ayres,Janeiro,1
from bure,Batvik,1
from christiania,Christiania,1
from christiania,Drammen,1
from christiania,Gothenburg,1
from christiansand-17 cs wood,Christiania,1
from berbice,Surinam,1
half-round sleepers,Danzig,1
half-round sleepers,Liepāja,1
half-sleeper blocks,Danzig,1
half-sleeper blocks,Konigsberg,1
half-sleeper blocks,Ventspils,1
half-sleepers,Archangel,1
half-sleepers,Bolderaa,1
half-sleepers,Flensborg,1
gabriel,Christiania,1
half-sleepers,Hobart Town,1
half-sleepers,Kon'gsberg,1
half-sleepers,Narva,1
half-sleepers,New Orleans,1
half-sleepers,Philadelphia,1
half-sleepers,Pillau,1
half-sleepers,Uddevalla,1
half-sleepers from pillau,Konigsburg,1
half-sleepers,Gothenburg,1
half,Tonala,1
half boards,Nelson,1
half sleepers,Cronstadt,1
half sleepers,Danzig,1
half sleepers,Drammen,1
half sleepers,Klaipeda,1
half sleepers,Reval,1
half square sleepers,Danzig,1
half-pcs sleepers,Konigsberg,1
half-bdls,New York,1
half-blocks,Danzig,1
half-blocks,Riga,1
half-blocks teak,Rangoon,1
half-boards,Gothenburg,1
half-crosses,Danzig,1
half-doz deals,Bolderaa,1
half-doz deals,Gothenburg,1
half-pcs sleeper blocks,Konigsburg,1
half timber ends,Danzig,1
handles-r d weiste,Drammen,1
handrails-t e nettie,Montreal,1
handspikes,Christinestadt,1
handspikes,Demerara,1
handspikes,Konigsberg,1
handspikes,Kristinestadt,1
handspikes,Miramichi,1
handspikes,Saguenay,1
half-square,Riga,1
handspikes,York,1
hard lumber,Boston,1
hard wood,Cartagena,1
hard-wood,Albany,1
hard-wood,Philadelphia,1
hard-wood-churchill,Philadelphia,1
hardware,New York,1
hardwood,Baltimore,1
hardwood,Bathurst,1
handspikes,"Stockholm, W. Atkinson. October",1
half-square sleeper blocks,Riga,1
half-square sleepers,Skien,1
half-staves,New Orleans,1
halifax,City s,1
halles,New York,1
hamburg,Fayolle,1
hammerton,New York,1
hand spokes-foy,Christiansand,1
handles-pulvermann,New York,1
handles,Baltimore.,1
handles,Drammen,1
handles,Gefle,1
handles,Philadelphia,1
handles,York,1
handles-churchill,New York,1
handles-e bott,Gothenburg,1
handles-e brandenburg,New York,1
handles-j g rollins,Boston,1
handles,Baltimore,1
gilmour,Sundswall,1
gilmour,Tonsberg,1
glasgow telephone no,Address,1
glasgow telephone no,Telegrams,1
godenius,New York,1
good book debts,Wisbech.,1
gothenburg,Holt,1
gothenburg,Minstrel,1
half,Baltimore,1
gothenburg,Stewart,1
gothenburg,Wenker,1
gothenburg,XIV.,1
gothenburg,von Platen,1
goyeneche,Gothenburg,1
goyeneche,Riga,1
graham,Baltimore,1
graham,Boston,1
granadillo,Nuevitas,1
gothenburg,Ross,1
gabriel,Drammen,1
gaiac,Porto Cabello,1
gallatly,K. Tor,1
gallowgate,Telegrams,1
game spars,Tunas de Zaza,1
gan gellibrand,Langror,1
gantry,Quebec City,1
gardner,Marseilles,1
gilmour,Saguenay,1
garrard,Marseilles,1
gate s o i,Brevig,1
gellatly,Cronstadt,1
gellatly,Hernossand,1
gellibrand,Klaipeda,1
gellibrand,Odessa,1
gil-mour,Pensacola,1
gilmour,Miramichi,1
gilmour,Quebec City,1
garner 1/,Kingston,1
guild,Jamaica,1
gum kauri,Auckland,1
gum lumber,Kingston,1
gum lumber,Newport News,1
gum lumber-churchill,New Orleans,1
gum mahogany,New York,1
gun stocks,Rotterdam,1
gun-stocks,"Colombo, &c.",1
graves,Baltimore,1
h box,Boston,1
h d,Gothenburg,1
h f r m watson,Stifford,1
h green-canada yard,Fikilippa,1
h o heads holborn,"Abo, pamphlets. Holborn. Lady Cairns",1
h o heads todd,Holt,1
h o hhds staves,"Abo, pamphlets. Holborn. Lady Cairns",1
h[?],"Colon, &c.",1
had about £55 worth stock,Glasgow.,1
gun-stocks,Liepāja,1
greenheart,Jamaica,1
greenland docks,"Burt, Boulton, & Haywood",1
greenland docks,Danzig,1
grenada-quantity mahogany,Girl,1
grenier acajou,St. Domingo,1
grenier bois d'acajou,Grand Bassam,1
grenier bois de fer,Punta Arenas,1
grenier quebracho,Ayres,1
guelph,New York,1
grenier thuya,Alger,1
greniers acajou,St. Domingo,1
greniers bois,Saigon,1
grooved deals,Klaipeda,1
gross hd staves,Riga,1
gross thousand pipe staves,New York,1
gross thousand staves,New York,1
grover,Bremen,1
gruner,Christiania,1
grenier quebracho,Rosario,1
logs mahogany-h kendall,New York,1
logs mahogany-lefevre,Belize,1
logs mahogany-m goyenechi,Colon,1
logs mahogany-m kenematte,Colon,1
logs mahogany-phillips,Kingston,1
logs mahogany-skelton,Belize,1
logs mahogany-skelton,Tabasco,1
logs maple-w mallinson,Boston,1
jarrah millars karri,Albany,1
logs oak-govan,Baltimore,1
logs poplar,New York,1
logs rosewood,Tabasco,1
logs rosewood-h symons,Santos,1
logs satinwood,Hamburg,1
logs timber-foreign hardwood,Bremen,1
logs timber-quitmann,New York,1
logs timber-t irving,Brisbane,1
logs oak-d gledden,Fiume,1
logs lumber,New York,1
logs lumber-leary,Boston,1
logs maho-gany,New York,1
logs mahog,Antwerp,1
logs mahog-any-f,W. O. of Africa,1
logs mahogany,Colombo,1
logs mahogany,Colon,1
logs mahogany,Gothenburg,1
logs mahogany-gasslieh,Belize,1
logs mahogany,Laguna de Lerminos,1
logs mahogany,Marseilles,1
logs mahogany,New York,1
logs mahogany,Porto Plata,1
logs mahogany nottebohm,Laguna de Terminos,1
logs mahogany-churchill,New York,1
logs mahogany-cotesworth,Colon,1
logs mahogany-d harrison,Belize,1
logs mahogany-f,W. C. of Africa,1
logs mahogany,Klaipeda,1
logs wood,San Domingo,1
logs wood-c f gerhart cs mouldings,New York,1
logs wood-churchill,New York,1
logs-a,Trinidad,1
logs-dolton,Gothenburg,1
logs-dutton,Fiume,1
logs-s de t de chene from fiume,Trieste,1
logs-w foerster,Baltimore,1
logs timber-union ss,Auckland,1
logwood,Laguna,1
london,Address,1
london,"Stewart, Official  Imported Teak Planks, in all thicknesses and widths, are sold by Hoar & Brown, Bangor Wharf, West India Docks, E. Telegrams",1
london telephone,"widths, are sold by Hoar & Brown, East Wood Wharf, West India Docks, E. Telegrams",1
london.”,Address,1
long,Soroka,1
longi,Montreal,1
longi,New York,1
longi-half-crossings,Danzig,1
logwood,Kingston,1
logs tulip,Brisbane,1
logs walnut,Marseilles,1
logs walnut-a i,Norfolk,1
logs walnut-c leary,Newport News,1
logs walnut-churchill,York,1
logs walnut-churchill cs lumber,New York,1
logs walnut-compson,Norfolk,1
logs walnut-esdaile,New York,1
logs wood,Christiania,1
logs walnut-h hermann,Baltimore,1
logs walnut-j gardner,Baltimore,1
logs walnut-shadbolt,New York,1
logs walnut-vickers,Halifax,1
logs walnutwood from constantinople,Batoum,1
logs white,New York,1
logs white bls headings,New York,1
logs whitewood-churchill,New York,1
logs whtwd,New York,1
logs walnut-gardiner,Newport News,1
logs,Fuime,1
logs,Grande,1
logs,Halifax,1
logs,Hull,1
logs,Kotka,1
logs,Laguna de Lerminos,1
logs,Laurvig,1
logs,Liban,1
logs j graham,Jamaica,1
logs,Mexico,1
