source_file,line_number,extracted_ship,char_count,size_category,format_type,at_symbols,emdashes,hyphens,semicolons,periods,estimated_total_ships,estimated_missed_ships,raw_line_preview
18971002p.485.txt,42,off to some extent in the orders for wood,742,MEDIUM,OTHER,0,1,0,0,8,1,0,"off to some extent in the orders for wood goods, but the prospects continue good, and with the advent of the new quarter this temporary slackness will be fully made up. September, on the whole, has be..."
18971002p.485.txt,160,grazing with burning. If denudation has not affected the climate,1565,HIGH,OTHER,0,1,0,0,9,1,0,"grazing with burning. If denudation has not affected the climate generally, it has without doubt resulted in the drying up of springs and streams rising within the areas deprived of the shelter of a c..."
18971009p.519_p001.txt,65,Merrimac,378,LOW,HYPHEN_SEMICOLON,0,0,11,8,15,1,0,"Sept. 24 Merrimac (s)-Montreal-3,197 bdls. boards-Nicholas & Co. ; 9,181 deals-J. S. Fry & Sons ; 968 doors, 3,284 boards-Taylor & Low Bros. ; 1,653 boards-May & Hassell ; 550 deals-A. Jones & Co. ; 3..."
18971009p.519_p001.txt,67,MISSING_FROM_OCR,427,LOW,HYPHEN_SEMICOLON,0,0,9,9,10,1,0,"Montreal-1,474 deals-Ashbee, Sons, & Co. ; 1,886 deals, 2,845 ends, 1,871 doors-Taylor & Low Bros. ; 1,906 deals, 100 ends, 517 boards-May & Hassell ; 23,741 boards, 1,238 deals-May & Co. ; 8,861 deal..."
18971009p.519_p001.txt,142,Julia,313,LOW,HYPHEN_SEMICOLON,0,0,10,7,17,1,0,"29 Julia (s)-Riga-190 lds. props-Hessler & Co. ; 135 lds. deals, battens, and boards-Cliff House Saw Mill Co. ; 42 lds. lathwood-Pickford & Co. ; 80 lds. lathwood-C. A. Fors'ind & Son ; 120 lds. props..."
18971009p.519_p002.txt,54,Thomas Wilson,355,LOW,HYPHEN_SEMICOLON,0,0,8,5,11,1,0,"4 Thomas Wilson (s)-Riga-8,096 battens, 9,376 board ends-Thornham, Reynoldson, & Co.; 1,388 boards, 50 lds firewood-T. W. Allen; 2,402 battens, 2,264 deals-H. Newsum, Sons, & Co.; 4,418 pcs. lathwood-..."
18971009p.519_p002.txt,81,Hugin,330,LOW,UNKNOWN,0,0,6,3,15,1,0,"4 Hugin (s) - Gothenburg - 2,000 bdls. laths-Shereaton, Tyrer, & Co.; 1,000 bdls. laths-J. Griggs & Co.; 26,659 pit props, 200 pcs. mining timber, 18,194 pit poles-O. beck & Co.; 15 cs. petroleum stav..."
18971009p.519_p004.txt,54,St.,976,MEDIUM,OTHER,0,1,0,0,11,1,0,"St. Mawes.—The first meeting of the creditors concerned under this failure was held last week at the offices of the Official Receiver, Plymouth. The summary of accounts filed by the debtor disclosed u..."
18971016p.552_p003.txt,160,Sedgemore,445,LOW,HYPHEN_SEMICOLON,0,0,9,8,20,1,0,"Oct. 13 Sedgemore (s)-Baltimore-294 pcs. oak lumber-R. Colthart & Co. ; 65 pcs. oak lumber-Kennedy & Co. ; 1,208 pcs. oak lumber ; 296 pcs. qrtd. oak-E. C. Collins & Sons ; hardwood-J. Webster & Bros...."
18971023p.592_p002.txt,175,Ulvermore,662,MEDIUM,HYPHEN_SEMICOLON,0,0,14,12,25,1,0,"Ulvermore (s)-Baltimore-1,309 pcs. poplar lumber-Saxton & Co.; 585 pcs. poplar lumber-Farnworth & Jardine; 184 bdls. poplar lumber-R. Coltart & Co.; 692 pcs. oak-A. Dobell & Co.; 918 pcs. oak-J. Kenne..."
18971023p.592_p003.txt,57,Bristol.,1573,HIGH,OTHER,0,2,0,0,15,1,0,"Bristol.—The adjourned public examination of this debtor took place on Friday last at the Bristol Bankruptcy Court before Mr. Registrar Harley, but nothing further of importance transpired, and the ex..."
18971030p.625_p004.txt,14,Virginian,336,LOW,OTHER,0,10,0,8,25,1,0,"Virginian (s)—Boston—1,909 pcs. lumber—S. Segar ; 1,410 bdls. lumber—Denny, Mott, & Co. ; 1,615 pcs. lumber—Leary & Co. ; 3,801 pcs. lumber—D. B. Cobb & Co. ; 2,120 pcs. lumber—C. Leary & Co. ; 720 pk..."
18971030p.632.txt,99,Orthis,350,LOW,HYPHEN_SEMICOLON,0,0,8,6,13,1,0,"Orthis-Baltimore-245 rct. oak, 2,331 pcs. poplar-Edmiston & Mitchells; 621 pcs. oak -J. Kennedy & Co. ; 793 pcs oak, 1,317 pcs., 294 bdls. poplar-Wright, Graham, & Co. ; 3 068 pcs oak, 27 logs walnut-..."
18971106p.664_p001.txt,38,MISSING_FROM_OCR,317,LOW,HYPHEN_SEMICOLON,0,0,9,7,13,1,0,"Montreal-440 pcs. deals and boards-Morris & Smith; 3,185 pcs. deals and boards-T. Adams & Sons; 465 pcs. deals and boards-Taylor & Low; 5,230 pcs. boards-Duncan, Ewing, & Co.; 12,112 pcs. deals and en..."
18971106p.664_p003.txt,111,mill,885,MEDIUM,OTHER,0,1,0,0,13,1,0,"mill proprietor, carrying on business at Gloucester.—This debtor came up at the Gloucester Bankruptcy Court for a first examination. The unsecured liabilities amounted to £1,698 10s. 10d., and the ass..."
18971106p.664_p003.txt,115,Plumstead.,1290,HIGH,OTHER,0,2,0,0,16,1,0,"Plumstead. S.E.—On Tuesday, at the Greenwich Bankruptcy Court, under a receiving order made on the debtor's own petition, the first meeting of creditors was held. The Official Receiver for the distric..."
18971113p.705_p001.txt,29,Brazilian,380,LOW,HYPHEN_SEMICOLON,0,0,11,7,6,1,0,"30 Brazilian (s)-Montreal-7,442 deals and ends-Messrs. Ltd. ; 1,645 deals-Ford & Robinson, David, & Co. ; 6,347 deals-Taylor & Pickford ; 8,424 deals-Watson & Todd ; 290 deal ends Nicholas & Co. ; 861..."
18971113p.705_p001.txt,99,Romeo,360,LOW,HYPHEN_SEMICOLON,0,0,12,9,19,1,0,"Romeo (s)-Gothenburg-30 bags bobbins-Wilsons ; 1,440 deals-T. W. Allen ; 25 stds. pit props-Geo. Horsley & Co ; 1,500 pit props-T. Depledge ; 7,019 pit props-J. Pyman, Bell, & Co. ; 5,500 pit props-J...."
18971113p.705_p003.txt,141,named bankrupt appeared for his adjourned public examination at the Bristol Bankruptcy,876,MEDIUM,OTHER,0,1,0,0,7,1,0,"named bankrupt appeared for his adjourned public examination at the Bristol Bankruptcy Court, on Friday, before Mr. Registrar Harley, and after a few questions of minor importance had been put to him,..."
18971113p.705_p003.txt,145,Cardiff and,430,LOW,OTHER,0,1,0,0,6,1,0,"Cardiff and Bristol.—The adjourned first meeting of the creditors interested under this failure was appointed to be held on the 5th inst. at the Official Receiver's Offices, Cardiff, but as there was ..."
18971120p.735_p003.txt,83,Ikbal,398,LOW,HYPHEN_SEMICOLON,0,0,11,8,12,1,0,"Ikbal (s)-Baltimore-776 pcs. oak lumber-R. Coltart & Co.; 2,288 pcs., 1 car lumber-Order; 1 car walnut-Goschen Lumber Co.; 68 logs walnut-Farnworth & Jardine; 382 boxes woodwork-Duncan, Ewing, & Co.; ..."
18971120p.735_p003.txt,86,Ikbal,337,LOW,HYPHEN_SEMICOLON,0,0,12,8,12,1,0,"Nov. 12 Ikbal (s)-Baltimore-776 pcs. oak-Coltart & Co; 184 pcs. oak-Potts & Red-head; 2,288 pcs. oak, 1 car. oak-Order; 355 pcs. quartered oak-E. C. Collins; 1 car. walnut-Goschen Lumber Co.; 857 pcs...."
18971120p.735_p003.txt,88,Sedgmore,535,MEDIUM,HYPHEN_SEMICOLON,0,0,12,10,29,1,0,17 Sedgmore (s)-Baltimore-221 pcs. oak lumber -J. Kennedy & Co.; 293 pcs. oak lumber-Bancroft & Co.; 98 pcs. oak lumber-Potts & Redhead; 225 pcs. oak lumber-R. Coltart & Co.; 128 pcs. oak lumber-A. Do...
18971120p.742.txt,61,Indrani,390,LOW,UNKNOWN,0,0,5,5,15,1,0,"Indrani - Baltimore-665 pcs. oak-Kant & Kemp; 14 logs walnut, 5,300 staves, 1,181 pcs. poplar Singleton, Dunn, & Co. ; 2,170 pcs. poplar, 8 logs pop'ar, 56 logs walnut, 1,994 pcs. pine Edmiston & Mitc..."
18971127p.770_p001.txt,118,Labrador,351,LOW,HYPHEN_SEMICOLON,0,0,10,8,21,1,0,"23 Labrador (s)-Montreal-14 crts. 4 bxs. wood boards-R. Bradshaw & Co. ; 13 crts. wood boards-Wiggins, Esther, & Co. ; 6 crts. wood boards-J. M. Scorgie ; 16 crts. wood boards-Deild & Co. ; 15 bxs. wo..."
18971127p.770_p001.txt,125,Vauland,358,LOW,HYPHEN_SEMICOLON,0,0,6,4,18,1,0,"21 Vauland (s)-Gothenburg-1 bdl. spls. birch staves-J. F. Dart ; 3,500 bdls. laths-Sheraton, Tyrer, & Co. ; 1,474 bdls. iron-Mahler & Co. ; 30,634 pit props-Osbeck & Co. ; 19,805 bdls. boxboards, 595 ..."
18971127p.776.txt,30,Hestia,322,LOW,HYPHEN_SEMICOLON,0,0,7,4,16,1,0,"Hestia-Baltimore-377 pcs. oak, 1,540 pcs. poplar, 5,900 pcs. staves-Singleton, Dunn & Co.; 837 pcs. oak, 1,434 pcs. poplar, bdls-Cant & Kemp; 240 pcs. oak-James Kennedy & Co.; 580 bdls. oak, 30 logs w..."
18971204p.808_p001.txt,156,Hurona,355,LOW,HYPHEN_SEMICOLON,0,0,11,8,12,1,0,"Nov. 26 Hurona (s)-Montreal-4,593 deals-Dr. Hansom ; 17,774 deals, 2,017 deals-Bryson, Jameson & Co. ; 2,500 pcs. pine-Tagart, Beaton & Co. ; 2,931 deals-Gruning & Co. ; 2,500 pcs. pine-James Morgan ;..."
18971204p.808_p003.txt,48,March and,1786,HIGH,OTHER,0,1,0,7,30,1,0,"March and Wisbech.—A private meeting of the creditors interested under this failure, took place at the Bedford Hotel, Peterborough, under the presidency of Mr. Sharpe, manager to the Stamford, Spaldin..."
18971204p.808_p003.txt,49,Sudbury and,680,MEDIUM,OTHER,0,1,0,1,14,1,0,"Sudbury and Hanwell.—The first meeting of creditors in this case was held at the London Bankruptcy Court, on Monday, before Mr. A. H. Wildy, Official Receiver. The accounts showed unsecured debts £652..."
18971218p.873_p001.txt,33,Memnon,357,LOW,HYPHEN_SEMICOLON,0,0,11,9,8,1,0,"Dec. 8 Memnon (s)-Montreal-228 deals, 982 boards-Watson & Todd; 2,239 ends, 2,274 deals and boards-Robinson, David, & Co.; 1846 deals, 1113 ends-Taylor & Low Bros.; 3,502 boards-May & Hassell; 330 dea..."
18971218p.873_p001.txt,86,Ariosto,384,LOW,HYPHEN_SEMICOLON,0,0,12,9,14,1,0,"13 Ariosto (s) - Gothenburg - 3,564 poles-C. A. Baker; 3,180 pit props-Roberts & Cooper; 9,164 pit props-Pyman, Bell, & Co.; 300 bdls. laths-Aire & Calder; 350 bdls. laths-Sanderson Bros.; 156 bdls. l..."
18971218p.873_p001.txt,91,Kirkstall,304,LOW,HYPHEN_SEMICOLON,0,0,10,7,7,1,0,"13 Kirkstall (s)-Libau-3,150 spokes-Burstall & Haffann; 8,200 staves-Hull & Barnsley Railway Co.; 6,338 spokes-Burstall & Hanwell; 5,175 spokes-C. Simpson & Co.; 2,723 balks-Geo. Horsley & Co.; 2,792 ..."
18971218p.873_p002.txt,115,Glendover,403,LOW,OTHER,0,9,0,7,19,1,0,"Dec. 13 Glendover—Galveston—30 logs hickory—R. Coltart & Co.; 49 logs—Potts and Redhead; 104 logs walnut, 108 logs—Farnworth & Jardine; 164 logs maple, 17 logs—R. Coltart & Co.; 9 logs oak lumber, 1,0..."
18971218p.873_p002.txt,190,They lost a lot of money through a fishing,775,MEDIUM,OTHER,0,1,0,0,8,1,0,"They lost a lot of money through a fishing smack.—The Official Receiver said he had two objections to make against the application, being that the debtor had not paid 10s. in the pound, and the other ..."
18971225p.897_p001.txt,30,Loango,412,LOW,OTHER,0,11,0,8,20,1,0,"Dec. 11 Loango (s)—Montreal—7,694 pcs. deals—Messrs ; 10,533 pcs. deals—Taylor & Low Bros. ; 8,921 pcs. deals—T. Adams & Sons ; 5,276 pcs. deals—Price, Walker & Co. ; 7,377 pcs. deals—Robinson, David ..."
18971225p.897_p002.txt,109,Ikbal,450,LOW,HYPHEN_SEMICOLON,0,0,14,10,32,1,0,"Dec. 18 Ikbal (s)-Baltimore-1,187 pcs. white oak-R. Coltart & Co. ; 2,468 pcs. hard-pos.-Potts & Redhead ; 2,294 pcs. hard-wood, 3,903 bdls. poplar-L. O. Hay ; 1,187 pcs.-A. Dobell & Co. ; 186 pcs. 86..."
18971225p.902.txt,170,About half,590,MEDIUM,UNKNOWN,0,0,3,0,7,1,0,"About half-past twelve on Tuesday morning the Glasgow Fire Brigade were called to an out-break of fire on the premises of Andrew Campbell & Co., boatbuilders, Springfield Quay. Detachments from the Ce..."
18980101p.23_p001.txt,22,Franklin,311,LOW,HYPHEN_SEMICOLON,0,0,9,6,14,1,0,"Dec. 20 Franklin (s)-Newport News-225 bdls. lumber-Wright, Graham & Co ; 1,760 pcs. poplar lumber, 290 bdls. walnut lumber-H. Derby ; 589 pcs. oak lumber-Ashbee, Son & Co. ; 807 doors-Budget Bros ; 1,..."
18980101p.23_p001.txt,84,MISSING_FROM_OCR,524,MEDIUM,HYPHEN_SEMICOLON,0,0,11,11,20,1,0,"Gothenburg-1,800 bdls. blocks-Wood Block Flooring Co. ; 304 sleepers, 951 fencings-R. Wade, Sons & Co. ; 4,000 battens-H. Newsum, Sons & Co. ; 1,826 pit props-Pyman, Bell, & Co. ; 2,003 pit props-Henr..."
18980101p.28.txt,104,Mr.,473,LOW,OTHER,0,2,0,0,3,1,0,"Mr. Livingston, during the long time—fifteen years or thereabouts—that he was with his late employers, gained experience of the business in all its branches. His dislike of publicity forbids much bein..."
18980108p.62_p001.txt,195,Ava,321,LOW,HYPHEN_SEMICOLON,0,0,7,4,6,1,0,"Dec. 27 Ava - Rangoon - 615 teak planks - P. Henderson & Co.; 432 teak planks, 102 teak scantlings-Singleton, Dunn, & Co.; 571 teak planks, 102 teak scantlings-Cant & Kemp; 6,135 pcs., 1,045 teak scan..."
18980108p.62_p001.txt,196,Tritonia,523,MEDIUM,HYPHEN_SEMICOLON,0,0,13,9,21,1,0,"Dec. 27 Tritonia-Baltimore-34,070 staves-Wright & Co.; 61 bdls., 817 pcs. poplar, 1 car oak squares-Graham & Co.; 16 logs poplar, 1 car oak, 1,433 pcs. oak, 578 pcs.-Edmiston & Mitchells; 1 car oak sq..."
18980115p.93_p002.txt,143,thirds of his capital on one contract. The examination was eventually ordered to be closed.,604,MEDIUM,OTHER,0,1,0,0,8,1,0,"thirds of his capital on one contract. The examination was eventually ordered to be closed. GAMBLE, BEN, builder, Fleckney.—The public examination of this debtor took place at the Leicester Bankruptcy..."
18980122p.127_p002.txt,60,Gallia,389,LOW,HYPHEN_SEMICOLON,0,0,9,7,20,1,0,"19 Gallia (s)-Baltimore-1,218 pcs. lumber-A. Dobell & Co.; 684 pcs. oak-R. Coltart & Co.; 1,200 pcs. oak-R. Coltart & Co.; 1,011 pcs. oak, 517 bdls. Mexican wood-R. Coltart & Co.; 1,002 pcs. poplar, 1..."
18980122p.127_p003.txt,26,Oakmore,373,LOW,HYPHEN_SEMICOLON,0,0,6,5,16,1,0,"Jan. 17 Oakmore (s)-Baltimore-1,248 pcs lumber, 219 pcs. oak-A. Dobell & Co.; 684 pcs. oak tart & Co.; 1,011 pcs. oak, 517 bdls. Mexican pine, 2,002 pcs. poplar, 16 logs hickory -R Coltart & Co.; 57 l..."
18980122p.127_p003.txt,62,Lyme.,960,MEDIUM,OTHER,0,1,1,0,11,1,0,"Lyme.—An application was made, at the Hanley Bankruptcy Court, last week, before his Honour Judge Jordan, for the discharge of the above-named bankrupt. It appeared from the Official Receiver's report..."
18980129p.163_p002.txt,123,Ikbal,399,LOW,HYPHEN_SEMICOLON,0,0,7,5,15,1,0,"Jan. 21 Ikbal (s)-Baltimore-1,408 pcs. white oak planks, 1,380 pcs. walnut, and 1,380 pcs. poplar boards-Farnworth & Jardine; 1,122 poplar boards-Illingworth & Ingham; 171 bdls. poplar lumber-E. C. Co..."
18980129p.163_p002.txt,125,Rossmore,379,LOW,UNKNOWN,0,0,5,5,15,1,0,"Rossmore (s)-Baltimore-146 logs hickory, 26 logs maple, 7,152 logs walnut, 4,451 pcs. oak lumber, 7,319 pcs. poplar, 3,058 pcs. planks, 857 pcs. walnut; 1,178 bdls., 745 pcs. m. c. pine, 2,000 pcs. pl..."
18980129p.163_p002.txt,127,Sedgemore,309,LOW,HYPHEN_SEMICOLON,0,0,8,6,20,1,0,"26 Sedgemore (s)-Baltimore-107 pcs. oak-Potts & Co.; 100 pcs. oak-A. Dobell & Co.; 232 oak planks, 4,200 hd. staves-E. C. Coltart & Co.; 479 pcs. chestnut, 1,139 pcs. lumber-Order; 3,058 pcs. pine-J. ..."
18980129p.171_p001.txt,132,Orthia,540,MEDIUM,OTHER,0,11,0,9,25,1,0,"Jan. 20 Orthia—Baltimore—44 crts. maple poles, 3,329 pcs. oak—James Kennedy & Co. ; 273 pcs. oak—Brownlee & Co. ; 683 pcs. logs oak, 809 bdls., 1,093 pcs. poplar, 1,111 pcs., 154 bdls., 1 car walnut—W..."
18980129p.171_p001.txt,132,pcs.,456,LOW,OTHER,0,8,0,8,21,1,0,"273 pcs. oak—Brownlee & Co. ; 683 pcs. logs oak, 809 bdls., 1,093 pcs. poplar, 1,111 pcs., 154 bdls., 1 car walnut—Wright, Graham, & Co. ; 121 pcs. oak—Allison, Cousland, & Co. ; 670 pcs. oak, 38 logs..."
18980129p.171_p001.txt,132,pcs.,317,LOW,OTHER,0,6,0,6,13,1,0,"121 pcs. oak—Allison, Cousland, & Co. ; 670 pcs. oak, 38 logs poplar, 108 logs walnut—Edmiston & Mitchells ; 28 logs oak, 16 logs ash, 36 logs hickory—T. Kerr & Co. ; 160 bdls., 253 pcs. poplar, 36 lo..."
18990107p.21_p002.txt,73,Norseman,302,LOW,HYPHEN_SEMICOLON,0,0,6,4,15,1,0,"Dec. 30 Norseman (s)-Boston-965 pcs. w. wood, 444 pcs. lumber-Duncan, Ewing & Co.; 209 oak scantlings-Munro, Brice & Co.; 152 bdls. hewn hickory, 72 crts., 16 sks. stem-Sutherland, Innes & Co.; 34 bls..."
18990107p.21_p002.txt,88,Sette,312,LOW,HYPHEN_SEMICOLON,0,0,7,5,4,1,0,"Sette Cama-264 logs red wood, 41 billets ebony-Hatton & Cookson; from Cape Lopez, 2,621 billets ebony-Hatton & Cookson; from Garboon, 10 logs mahogany, 4,000 billets redwood-J. Holt & Co.; 1,600 bille..."
18990107p.21_p002.txt,115,Thames.,1149,HIGH,UNKNOWN,0,0,5,0,15,1,0,"Thames. -The sitting for the adjourned public examination of this bankrupt was held at the Kingston-on-Thames Bankruptcy Court on Tuesday, before Mr. Deputy-Registrar Bell. The accounts filed disclose..."
18990107p.28_p001.txt,131,Kamalia,306,LOW,OTHER,0,7,0,0,17,1,0,"Dec. 27 Kamalia—Baltimore—1,654 pcs. oak, 12 logs, 387 pcs. poplar, 624 pcs. pine—Wright, Graham & Co. 288 pcs. oak—Singleton, Dunn & Co. 290 pcs. oak—Jas. Kennedy & Co. 1,349 pcs. 50 logs oak, 1 car ..."
18990114p.54_p001.txt,78,Kovno,373,LOW,HYPHEN_SEMICOLON,0,0,10,8,20,1,0,"Jan. 4 Kovno (s)-Riga-5,733 battens-Kingston Timber Co., Ltd. ; 426 deals-E. Maude and Sons ; 3,760 deal ends-R. Wade, Sons & Co., Ltd. ; 9,841 deal ends-Hollis, Bros. & Co. ; 7,326 battens-H. Newsum,..."
18990121p.86_p001.txt,74,Thomas Wilsons,340,LOW,HYPHEN_SEMICOLON,0,0,11,8,20,1,0,"Jan. 11 Thomas Wilsons (s)-Riga-1,214 deals-R. Wade, Sons & Co., Ltd.; 1,021 deals-Horsley, Smith & Co.; 1,051 deals-Wilsons; 1,104 deals-Sanderson Bros.; 4,987 deals-R. Wade, Sons & Co., Ltd.; 2,457 ..."
18990121p.93.txt,77,Concordia,422,LOW,HYPHEN_SEMICOLON,0,0,9,6,20,1,0,"Concordia-St. John, N.B.-861 pcs. oak-Singleton, Dunn & Co.; 861 pcs. ends-Singleton, Dunn & Co.; 1 car oak-Allison, Cousland & Co.; 6,074 pcs. hardwood, 2,376 pcs. deals-Mitchell, Edmiston & Mitchell..."
18990128p.121_p001.txt,24,Drot,377,LOW,HYPHEN_SEMICOLON,0,0,11,8,22,1,0,16 Drot (s)-Baltimore-101 bdls. 11 pcs. poplar lumber-Holmes & Co. ; 74 bdls. poplar lumber-May & Hassell ; 150 pcs. oak lumber-Hooper & Co. ; 151 pcs. oak lumber-T. B. & S. Batchelor & Co. ; 979 pcs....
18990128p.121_p001.txt,53,Arnoto,409,LOW,HYPHEN_SEMICOLON,0,0,12,9,25,1,0,"Arnoto (s) - Gothenburg - 1,500 pit props-Geo. Horsley & Co ; 81 stds. pit props-E. A. Casper & Co. ; 5,543 bdls. slating laths-T. W. Allen ; 957 bdls. laths-Heaven and Kesterton ; 350 bdls. boards-Wi..."
18990128p.121_p001.txt,57,Toledo,15235,MEGA,HYPHEN_SEMICOLON,0,0,511,507,504,1,0,"Toledo (s)-Riga-1,715 deals, 1,000 ends-Wilson & Son ; 5,118 deal ends-Wilson & Son ; 1,000 deal ends-Hull & Barnsley Timber Co. ; 1,000 deal ends-Heaven & Kesterton ; 1,000 ends-Hollis Bros. ; 1,000 ..."
18990128p.121_p002.txt,3,Pinemore,463,LOW,OTHER,0,5,3,7,26,1,0,"23 Pinemore (s) — Baltimore - 394 pcs. pine lumber-Duncan, Ewing & Co.; 381 bdls. n. c. pine lumber, 668 pcs. oak lumber-J. Kennedy & Co.; 95 pcs. oak lumber & Sim; 951 pcs. oak lumber—Churchill & Co...."
18990128p.129.txt,54,Malacia,302,LOW,HYPHEN_SEMICOLON,0,0,7,5,14,1,0,"Jan. 23 Malacia-Baltimore-1 car. oak, 51 logs hickory, 206 bdls. poplar-Wright, Graham & Co. ; 5 cars. oak, 3,350 staves-Singleton, Dunn and Co. ; 4 cars. oak-Calder, Henderson and Livingstone ; 733 p..."
18990204p.153_p001.txt,91,Vanland,319,LOW,HYPHEN_SEMICOLON,0,0,7,5,19,1,0,"Feb. 1 Vanland (s) - Gothenburg - 133 bdls. mouldings-H. Hunt; 1,390 bdls. case boards -R. Jones & Co; 10 bdls. staves-J. Webster Bros.; 12,400 bdls. box boards-J. R. C. Pantin; 41,633 pcs. pit props,..."
18990204p.153_p001.txt,169,Seawald,317,LOW,UNKNOWN,0,0,5,1,9,1,0,"Seawald (s)-Baltimore-779-rolls wood pulp, 1,436 doors, 248 white oak planks, 2,675 white oak planks, 16 logs black walnut, 202 pcs. oak lumber, 150 pcs. poplar lumber, 1,100 white oak planks, 1,220 p..."
18990204p.153_p002.txt,21,Ikbal,496,LOW,OTHER,1,0,0,8,2,1,0,"Ikbal (s) @ Baltimore 37 walnut logs, 30 pcs oak lumber W Conway & Co; 29 pcs walnut logs, 704 poplar boards R Coltart & Jardine; 6 oak logs Churchill & Sim; 306 pcs oak lumber Munro, Brice & Co; 276 ..."
18990204p.153_p002.txt,30,Sagamore,329,LOW,OTHER,1,0,0,4,0,1,0,"Sagamore (s) @ Boston 50 logs mahogany, 6 match blocks, 426 pcs walnut lumber, 1 cs maple, 268 nah scantlings, 279 bdls lumber, 20 cs, 2 bdls stems W Buchanan; 2,900 pcs maple roller blocks R Burry & ..."
18990204p.153_p002.txt,52,Knight Companion,314,LOW,OTHER,1,0,0,7,2,1,0,"Jan. 30 Knight Companion (s) @ Norfolk 275 bdls and 2,720 pcs lumber Leary & Co; 1 car lumber Tagart & Co; 1,776 pcs and 2 cars lumber Jarratt & Co; 1,665 pcs lumber Pomeroy & Co; 1,410 bdls lumber La..."
18990211p.187_p001.txt,174,Ariosto,310,LOW,HYPHEN_SEMICOLON,0,0,9,7,19,1,0,"Feb. 6 Ariosto (s)-Gothenburg-1,038 battens, 1,107 boards-T. W. Allen & Son; 3,022 bdls. box boards-W. C. Panton; 467 bdls. planed boards-J. Partis; 5,100 bdls. laths-Horsley, Smith & Co.; 2,000 bdls...."
18990211p.187_p001.txt,203,Samdra,484,LOW,HYPHEN_SEMICOLON,0,0,9,7,22,1,0,"Samdra (s)-Halifax-6,433 pcs. deals, 8,319 pcs. spruce and ends deals-Farnworth & Jardine; 231 pcs. ebony wood, 114 pcs. lignum vitæ wood, 173 pcs. satin wood, 156 pcs. fustic wood, 73 pcs. lance spar..."
18990218p.224_p001.txt,11,Baisby,445,LOW,UNKNOWN,0,0,11,2,19,1,0,"11 Baisby (s)-Baltimore-812 bdls. maple boards-Taylor & Low Bros. 275 pcs. 23 bdls. poplar lumber-Nicholas & Co. 1,167 pcs. 203 bdls. pine lumber-A. Smith & Co. 268 bdls. pine-Heber Denty. 94 pcs. whi..."
18990218p.224_p001.txt,36,Livorno,347,LOW,UNKNOWN,0,0,11,0,20,1,0,"Feb. 8 Livorno (s)-Riga-4,935 battens-Kingston Timber Co., Ltd. 1,789 deals-Horsley, Smith and Co. 1,349 battens, 634 deals-Sanderson Bros. 63 lds. laths-T. W. Allen. 1,341 pcs. firewood-Sanderson Bro..."
18990218p.224_p001.txt,138,Cuban,677,MEDIUM,HYPHEN_SEMICOLON,0,0,23,13,45,1,0,"Feb. 8 Cuban (s)-New Orleans-618 pcs. 31 bdls. oak, 1,185 pcs. poplar-J. Kennedy & Co.; 1,490 pcs. oak-T. B. Allen & Co.; 3,690 staves-T. B. Munro, Brice & Co.; 687 bdls. hickory-J. Kennedy & Co.; 1,3..."
18990225p.265.txt,50,Kastalia,394,LOW,HYPHEN_SEMICOLON,0,0,7,5,19,1,0,"Feb. 13 Kastalia-Baltimore-946 pcs. 41 logs oak, 76 bdls, 53 logs poplar-Edmiston & Mitchells; 845 pcs. oak, 7 bdls poplar, 5,000 staves-Singleton, Dunn & Co.; 1,974 pcs. oak, 732 pcs. poplar, 54 logs..."
18990304p.285_p001.txt,73,Albert Edward,318,LOW,HYPHEN_SEMICOLON,0,0,7,5,17,1,0,"Feb. 23 Albert Edward (s)-Gothenburg-26,448 boards-Winther & Co.; 13,185 boards-Vigers Bros.; 1,639 boards-Sieveking & Co.; 7,963 pkgs. boxboards-W. & C. Pantin; 125 doz. pcs. timber-Gruner & Co.; 524..."
18990304p.285_p001.txt,75,Thule,315,LOW,HYPHEN_SEMICOLON,0,0,8,7,19,1,0,"Thule (s)-Gothenburg-46 pkgs. timber-Friedlander; Maline & Co; 100 prs. oars-C. J. Friedlander; 3,100 bdls. laths-Foy, Morgan & Co.; 931 case boards-C. S. Dawson; 66 pkgs. wood goods-J. F. Landquist; ..."
18990304p.285_p002.txt,75,Numidian,315,LOW,OTHER,0,2,0,6,12,1,0,"Numidian (s)—St. John—1,600 maple blocks Mitchell Bros.; 3,119 pcs. deals, &c. W. M. Mackay; 1,611 maple blocks T. Silverwood; 1,600 maple roller blocks R. Bury & Co.; 8,993 deals, 123 ends Price & Pi..."
18990304p.285_p002.txt,106,making contracts for the Crewe Corporation. He had not kept proper books. The examination was adjourned.,639,MEDIUM,OTHER,0,1,0,0,9,1,0,"making contracts for the Crewe Corporation. He had not kept proper books. The examination was adjourned.  JONES, JAMES PRICE, builder and contractor, Mount Pleasant, Abercynon.—The statutory meeting o..."
18990311p.317_p002.txt,104,Niger,409,LOW,UNKNOWN,0,0,2,7,11,1,0,"Niger (s)-W. C. Africa-from Sette [?] 102 billets ebony Hatton & Cookson; [?] billets ebony J. Holt & Co.; from Cape [?] 302 billets ebony Hatton & Cookson; from Gaboon 1,392 billets redwood Hatton & ..."
18990401p.598_p003.txt,92,Long,328,LOW,OTHER,0,1,0,0,12,1,0,"Long Eaton.—On Tuesday, at Derby, the first meeting was held of the creditors of this debtor. The statement of affairs showed liabilities to be £5,751 5s. 1d., and his deficiency £3,649 2s. 10d. Mr. H..."
